Type;Base Entity                         ;Rel ;Type;Target Entity
SECT;System-Reports                      ;USES;OBJT;CustomerName
SECT;System-Reports                      ;USES;DATA;OrderItem(10)
SECT;System-Reports                      ;USES;OBJT;OrderItem(10)
SECT;System-Reports                      ;USES;DATA;OrderItemNumber
SECT;System-Reports                      ;USES;OBJT;OrderItemNumber
SECT;System-Reports                      ;USES;DATA;ArticleNumber
SECT;System-Reports                      ;USES;OBJT;ArticleNumber
SECT;System-Reports                      ;USES;DATA;ArticleName
SECT;System-Reports                      ;USES;OBJT;ArticleName
SECT;System-Reports                      ;USES;DATA;OrderAmount
SECT;System-Reports                      ;USES;OBJT;OrderAmount
DOCU;OrderEntry                          ;OWNS;SECT; system  Use Cases
SECT; system  Use Cases                  ;USES;DATA;system
SECT; system  Use Cases                  ;USES;DATA;dispatch
SECT; system  Use Cases                  ;USES;DATA;dispatch
SECT; system  Use Cases                  ;EXEC;TEST;ORDERS0071
SECT; system  Use Cases                  ;USES;DATA;dispatch
SECT; system  Use Cases                  ;USES;DATA;supply_order
SECT; system  Use Cases                  ;USES;DATA;supply_order
SECT; system  Use Cases                  ;USES;DATA;supply_order
SECT; system  Use Cases                  ;USES;DATA;back_order
SECT; system  Use Cases                  ;USES;DATA;back_order
SECT; system  Use Cases                  ;USES;DATA;back_order
SECT; system  Use Cases                  ;USES;DATA;customer_query
SECT; system  Use Cases                  ;USES;DATA;customer_query
SECT; system  Use Cases                  ;EXEC;TEST;ORDERS0072
SECT; system  Use Cases                  ;USES;DATA;customer_query
SECT; system  Use Cases                  ;USES;DATA;customer_order
SECT; system  Use Cases                  ;USES;DATA;customer_order
SECT; system  Use Cases                  ;USES;DATA;customer_order
CASE;Customer_Query                      ;PERF;STEP;UseCase-01  Customer_Query
DOCU;OrderEntry                          ;OWNS;CASE;Customer_Query
CASE;Customer_Query                      ;USES;DATA;customer
CASE;Customer_Query                      ;USES;DATA;article_category
CASE;Customer_Query                      ;USES;DATA;query
CASE;Customer_Query                      ;USES;DATA;status
CASE;Customer_Query                      ;USES;DATA;articles
CASE;Customer_Query                      ;USES;DATA;category
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0073
CASE;Customer_Query                      ;USES;DATA;article_database
CASE;Customer_Query                      ;USES;DATA;articles
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0074
CASE;Customer_Query                      ;USES;DATA;order
CASE;Customer_Query                      ;USES;DATA;article_name
CASE;Customer_Query                      ;USES;DATA;article_number
CASE;Customer_Query                      ;USES;DATA;name
CASE;Customer_Query                      ;USES;DATA;price
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0075
CASE;Customer_Query                      ;USES;DATA;article
CASE;Customer_Query                      ;USES;DATA;article_name
CASE;Customer_Query                      ;USES;DATA;article_price
CASE;Customer_Query                      ;USES;DATA;description
CASE;Customer_Query                      ;USES;DATA;process
CASE;Customer_Query                      ;USES;DATA;customer
CASE;Customer_Query                      ;USES;DATA;customer
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0076
CASE;Customer_Query                      ;USES;DATA;articles
CASE;Customer_Query                      ;USES;DATA;category
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0077
CASE;Customer_Query                      ;USES;DATA;articles
CASE;Customer_Query                      ;USES;DATA;category
CASE;Customer_Query                      ;USES;DATA;name
CASE;Customer_Query                      ;USES;DATA;order
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0078
CASE;Customer_Query                      ;PERF;STEP;1) <system> displays <article> categorie
CASE;Customer_Query                      ;USES;DATA;system
CASE;Customer_Query                      ;USES;DATA;article
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0079
CASE;Customer_Query                      ;PERF;STEP;2) <customer> selects a <category>.
CASE;Customer_Query                      ;USES;DATA;customer
CASE;Customer_Query                      ;USES;DATA;category
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0080
CASE;Customer_Query                      ;PERF;STEP;3) <system> displays all <articles> in t
CASE;Customer_Query                      ;USES;DATA;system
CASE;Customer_Query                      ;USES;DATA;articles
CASE;Customer_Query                      ;USES;DATA;category
CASE;Customer_Query                      ;USES;DATA;prices
CASE;Customer_Query                      ;USES;DATA;order
CASE;Customer_Query                      ;USES;DATA;order
CASE;Customer_Query                      ;USES;DATA;order
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0081
CASE;Customer_Query                      ;USES;DATA;order
CASE;Customer_Query                      ;USES;DATA;system
CASE;Customer_Query                      ;USES;DATA;customer
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0082
CASE;Customer_Query                      ;USES;DATA;customers
CASE;Customer_Query                      ;USES;DATA;articles
CASE;Customer_Query                      ;USES;DATA;stock
CASE;Customer_Query                      ;USES;DATA;article
CASE;Customer_Query                      ;USES;DATA;articles
CASE;Customer_Query                      ;USES;DATA;stock
CASE;Customer_Query                      ;USES;DATA;vendor
CASE;Customer_Query                      ;EXEC;TEST;ORDERS0083
CASE;Customer_Order_Processing           ;PERF;STEP;UseCase-02  Customer_Order_Processing
DOCU;OrderEntry                          ;OWNS;CASE;Customer_Order_Processing
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;customer_database
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0084
CASE;Customer_Order_Processing           ;USES;DATA;credibility
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0085
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;credibility
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0086
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;rejection_message
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0087
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;time
CASE;Customer_Order_Processing           ;USES;DATA;order_items
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0088
CASE;Customer_Order_Processing           ;USES;DATA;article
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0089
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;article
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0090
CASE;Customer_Order_Processing           ;USES;DATA;article
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0091
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;back_order
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0092
CASE;Customer_Order_Processing           ;USES;DATA;back_order
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0093
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;order_date
CASE;Customer_Order_Processing           ;USES;DATA;order_date
CASE;Customer_Order_Processing           ;USES;DATA;order_date
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;back_orders
CASE;Customer_Order_Processing           ;USES;DATA;file
CASE;Customer_Order_Processing           ;USES;DATA;week
CASE;Customer_Order_Processing           ;USES;DATA;batch_component
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0094
CASE;Customer_Order_Processing           ;USES;DATA;component
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;component
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0095
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0096
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;USES;DATA;dispatch_order_item
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0097
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;dispatch_order_item
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0098
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;dispatch_orders
CASE;Customer_Order_Processing           ;USES;DATA;file
CASE;Customer_Order_Processing           ;USES;DATA;batch
CASE;Customer_Order_Processing           ;USES;DATA;mode
CASE;Customer_Order_Processing           ;USES;DATA;day
CASE;Customer_Order_Processing           ;USES;DATA;program
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0099
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;minimum_article_amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0100
CASE;Customer_Order_Processing           ;USES;DATA;supply
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0101
CASE;Customer_Order_Processing           ;USES;DATA;supply_order_item
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0102
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;supply_amount
CASE;Customer_Order_Processing           ;USES;DATA;supply_amount
CASE;Customer_Order_Processing           ;USES;DATA;supply_amount
CASE;Customer_Order_Processing           ;USES;DATA;supply_order_items
CASE;Customer_Order_Processing           ;USES;DATA;file
CASE;Customer_Order_Processing           ;USES;DATA;program
CASE;Customer_Order_Processing           ;USES;DATA;batch_mode
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0103
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;item
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;data_attributes
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0104
CASE;Customer_Order_Processing           ;USES;DATA;order_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;order_date
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;order_date
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;article_price
CASE;Customer_Order_Processing           ;USES;DATA;article_data
CASE;Customer_Order_Processing           ;USES;DATA;article_price
CASE;Customer_Order_Processing           ;USES;DATA;article_data
CASE;Customer_Order_Processing           ;USES;DATA;item_price
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;article_price
CASE;Customer_Order_Processing           ;USES;DATA;item_price
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;article_price
CASE;Customer_Order_Processing           ;USES;DATA;items
CASE;Customer_Order_Processing           ;USES;DATA;file
CASE;Customer_Order_Processing           ;USES;DATA;month
CASE;Customer_Order_Processing           ;USES;DATA;program
CASE;Customer_Order_Processing           ;USES;DATA;bills
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0105
CASE;Customer_Order_Processing           ;USES;DATA;component
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0106
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;order_items
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0107
CASE;Customer_Order_Processing           ;USES;DATA;order_items
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0108
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;confirmation
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;error_message
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0109
CASE;Customer_Order_Processing           ;USES;DATA;description
CASE;Customer_Order_Processing           ;USES;DATA;process
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;article
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0110
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;purchase_articles
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0111
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0112
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;dispatch_order
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;item
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;back_order
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0113
CASE;Customer_Order_Processing           ;USES;DATA;supply_order_item
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;minimum_order_amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0114
CASE;Customer_Order_Processing           ;PERF;STEP;1) <system> displays <customer_order_pan
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;customer_order_panel
CASE;Customer_Order_Processing           ;PERF;STEP;2) <customer> submits his <customer_numb
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;customer_number
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0115
CASE;Customer_Order_Processing           ;PERF;STEP;3) <system> checks <customer_credibility
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;customer_credibility
CASE;Customer_Order_Processing           ;PERF;STEP;4) <customer> submits an <article_number
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;article_number
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0116
CASE;Customer_Order_Processing           ;PERF;STEP;5) <system> checks if the <article> is o
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;article
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0117
CASE;Customer_Order_Processing           ;PERF;STEP;6) <system> checks if the <article_amoun
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0118
CASE;Customer_Order_Processing           ;PERF;STEP;7) <system> subtracts <order_amount> fro
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;article
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0119
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;order_amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0120
CASE;Customer_Order_Processing           ;PERF;STEP;8) <system> generates a <dispatch_order_
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;dispatch_order_item
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0121
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;PERF;STEP;9) <system> generates a billing <item> i
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;item
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0122
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;PERF;STEP;10) <system> generates a <supply_order_i
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;supply_order_item
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;minimum_amount
CASE;Customer_Order_Processing           ;USES;DATA;minimum_amount
CASE;Customer_Order_Processing           ;USES;DATA;minimum_amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0123
CASE;Customer_Order_Processing           ;USES;DATA;minimum_amount
CASE;Customer_Order_Processing           ;PERF;STEP;11) <system> generates a <back_order> if
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;back_order
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0124
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;PERF;STEP;12) <system> reports a <delay> of <deliv
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;delay
CASE;Customer_Order_Processing           ;USES;DATA;delivery
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0125
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;system
CASE;Customer_Order_Processing           ;USES;DATA;order
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;credibility
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0126
CASE;Customer_Order_Processing           ;USES;DATA;customers
CASE;Customer_Order_Processing           ;USES;DATA;credit
CASE;Customer_Order_Processing           ;USES;DATA;order_articles
CASE;Customer_Order_Processing           ;USES;DATA;article_amount
CASE;Customer_Order_Processing           ;USES;DATA;stock
CASE;Customer_Order_Processing           ;USES;DATA;minimum
CASE;Customer_Order_Processing           ;USES;DATA;amount
CASE;Customer_Order_Processing           ;USES;DATA;customer
CASE;Customer_Order_Processing           ;USES;DATA;customer_order
CASE;Customer_Order_Processing           ;USES;DATA;order_item
CASE;Customer_Order_Processing           ;USES;DATA;article
CASE;Customer_Order_Processing           ;USES;DATA;dispatch_item
CASE;Customer_Order_Processing           ;USES;DATA;item
CASE;Customer_Order_Processing           ;USES;DATA;supply_order_item
CASE;Customer_Order_Processing           ;USES;DATA;back_order_item
CASE;Customer_Order_Processing           ;USES;DATA;process
CASE;Customer_Order_Processing           ;USES;DATA;component
CASE;Customer_Order_Processing           ;USES;DATA;customer_data
CASE;Customer_Order_Processing           ;USES;DATA;article_data
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0127
CASE;Customer_Order_Processing           ;USES;DATA;files
CASE;Customer_Order_Processing           ;USES;DATA;dispatch_items
CASE;Customer_Order_Processing           ;USES;DATA;items
CASE;Customer_Order_Processing           ;USES;DATA;supply_order_items
CASE;Customer_Order_Processing           ;EXEC;TEST;ORDERS0128
CASE;Dispatching                         ;PERF;STEP;UseCase-03  Dispatching
DOCU;OrderEntry                          ;OWNS;CASE;Dispatching
CASE;Dispatching                         ;USES;DATA;dispatcher
CASE;Dispatching                         ;USES;DATA;process
CASE;Dispatching                         ;USES;DATA;day
CASE;Dispatching                         ;EXEC;TEST;ORDERS0129
CASE;Dispatching                         ;USES;DATA;process
CASE;Dispatching                         ;USES;DATA;batch_job
CASE;Dispatching                         ;USES;DATA;background
CASE;Dispatching                         ;EXEC;TEST;ORDERS0130
CASE;Dispatching                         ;USES;DATA;dispatch_orders
CASE;Dispatching                         ;USES;DATA;customer_order
CASE;Dispatching                         ;USES;DATA;customer_data
CASE;Dispatching                         ;USES;DATA;customer_name_and_address
CASE;Dispatching                         ;USES;DATA;dispatch_order_list
CASE;Dispatching                         ;EXEC;TEST;ORDERS0131
CASE;Dispatching                         ;USES;DATA;list
CASE;Dispatching                         ;USES;DATA;warehouse
CASE;Dispatching                         ;USES;DATA;articles
CASE;Dispatching                         ;USES;DATA;customers
CASE;Dispatching                         ;USES;DATA;dispatch_order
CASE;Dispatching                         ;EXEC;TEST;ORDERS0132
CASE;Dispatching                         ;USES;DATA;description
CASE;Dispatching                         ;USES;DATA;process
CASE;Dispatching                         ;USES;DATA;dispatcher
CASE;Dispatching                         ;USES;DATA;dispatch_order_items
CASE;Dispatching                         ;EXEC;TEST;ORDERS0133
CASE;Dispatching                         ;USES;DATA;dispatch_orders
CASE;Dispatching                         ;EXEC;TEST;ORDERS0134
CASE;Dispatching                         ;PERF;STEP;1) <dispatcher> starts <dispatch_job>.
CASE;Dispatching                         ;USES;DATA;dispatcher
CASE;Dispatching                         ;USES;DATA;dispatch_job
CASE;Dispatching                         ;PERF;STEP;2) <system> sorts <dispatch_items> by <c
CASE;Dispatching                         ;USES;DATA;system
CASE;Dispatching                         ;USES;DATA;dispatch_items
CASE;Dispatching                         ;USES;DATA;customer_number
CASE;Dispatching                         ;EXEC;TEST;ORDERS0135
CASE;Dispatching                         ;PERF;STEP;3) <system> adds <customer_data> to <dis
CASE;Dispatching                         ;USES;DATA;system
CASE;Dispatching                         ;USES;DATA;customer_data
CASE;Dispatching                         ;USES;DATA;dispatch_order
CASE;Dispatching                         ;EXEC;TEST;ORDERS0136
CASE;Dispatching                         ;PERF;STEP;4) <system> prints <dispatch_order>.
CASE;Dispatching                         ;USES;DATA;system
CASE;Dispatching                         ;USES;DATA;dispatch_order
CASE;Dispatching                         ;EXEC;TEST;ORDERS0137
CASE;Dispatching                         ;USES;DATA;system
CASE;Dispatching                         ;USES;DATA;customer
CASE;Dispatching                         ;USES;DATA;match
CASE;Dispatching                         ;USES;DATA;dispatch_item
CASE;Dispatching                         ;USES;DATA;dispatch_orders
CASE;Dispatching                         ;USES;DATA;customer
CASE;Dispatching                         ;EXEC;TEST;ORDERS0138
CASE;Dispatching                         ;USES;DATA;dispatch_items
CASE;Dispatching                         ;USES;DATA;dispatch_orders
CASE;Dispatching                         ;USES;DATA;customers
CASE;Dispatching                         ;USES;DATA;dispatch_orders
CASE;Dispatching                         ;USES;DATA;dispatcher
CASE;Dispatching                         ;USES;DATA;warehouse
CASE;Dispatching                         ;EXEC;TEST;ORDERS0139
CASE;Supply_Order_Processing             ;PERF;STEP;UseCase-04  Supply_Order_Processing
DOCU;OrderEntry                          ;OWNS;CASE;Supply_Order_Processing
CASE;Supply_Order_Processing             ;USES;DATA;week
CASE;Supply_Order_Processing             ;USES;DATA;supply_clerk
CASE;Supply_Order_Processing             ;USES;DATA;job
CASE;Supply_Order_Processing             ;USES;DATA;supply
CASE;Supply_Order_Processing             ;USES;DATA;week
CASE;Supply_Order_Processing             ;EXEC;TEST;ORDERS0140
CASE;Supply_Order_Processing             ;USES;DATA;job
CASE;Supply_Order_Processing             ;USES;DATA;batch_process
CASE;Supply_Order_Processing             ;USES;DATA;background
CASE;Supply_Order_Processing             ;EXEC;TEST;ORDERS0141
CASE;Supply_Order_Processing             ;USES;DATA;supply_order_items
